eventId,title,action,reasonType,status,category,slot,sha256,detail
bo-chinh-tri-ban-hanh-chi-thi-05-ct-tw-ve-day-manh-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh,"Bộ Chính trị ban hành Chỉ thị 05-CT/TW về “đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh”",allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
bo-chinh-tri-ban-hanh-chi-thi-06-ct-tw-ve-cuoc-van-dong-hoc-tap-va-lam-theo-tam-guong-dao-duc-ho-chi-minh,Bộ Chính trị ban hành Chỉ thị 06-CT/TW về Cuộc vận động “Học tập và làm theo tấm gương đạo đức Hồ Chí Minh”,allowed_duplicate_report_only,duplicate_physical_hash,,,1,9938583f2533def20a933d36b6484b9bd85f1da4917b18a70bde83f7a6618fc3,Duplicate image hash appears in 2 local files; allowed by external policy.
bru-nay-tuyen-bo-ranh-gioi-them-luc-dia,Bru-nây tuyên bố về ranh giới thềm lục địa 200 hải lí,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,2,eb9734cec45e8df77224c37fd7a796df5f4f7759bbb8c8890936a9d55f4d12d3,Duplicate image hash appears in 2 local files; allowed by external policy.
bru-nay-tuyen-bo-vung-dac-quyen-kinh-te,Bru-nây tuyên bố về vùng đặc quyền kinh tế,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,2,bd95951ef6e6c6f681211ef3553d492cd8d3eca5262865dfffb0d52c2ca9074e,Duplicate image hash appears in 3 local files; allowed by external policy.
bru-nay-tuyen-bo-vung-dac-quyen-kinh-te,Bru-nây tuyên bố về vùng đặc quyền kinh tế,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,1,eb9734cec45e8df77224c37fd7a796df5f4f7759bbb8c8890936a9d55f4d12d3,Duplicate image hash appears in 2 local files; allowed by external policy.
cac-chien-dich-tien-cong-quan-doi-viet-nam-1950-1953,Các chiến dịch tiến công của Quân đội Việt Nam (1950-1953),allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
cac-dia-phuong-cuoi-cung-gianh-chinh-quyen,Đồng Nai Thượng và Hà Tiên là những địa phương cuối cùng giành chính quyền,allowed_duplicate_report_only,duplicate_physical_hash,,,1,1088752ab38488572b462617d90061a7ea64f415f4e126db27351c3154e7971a,Duplicate image hash appears in 4 local files; allowed by external policy.
cac-tinh-gianh-chinh-quyen-som-nhat,"Nhân dân Bắc Giang, Hải Dương, Hà Tĩnh và Quảng Nam giành được chính quyền",allowed_duplicate_report_only,duplicate_physical_hash,,,1,1088752ab38488572b462617d90061a7ea64f415f4e126db27351c3154e7971a,Duplicate image hash appears in 4 local files; allowed by external policy.
cach-mang-thang-tam-nam-1945,Cách mạng tháng Tám năm 1945,allowed_duplicate_report_only,duplicate_physical_hash,,,1,1088752ab38488572b462617d90061a7ea64f415f4e126db27351c3154e7971a,Duplicate image hash appears in 4 local files; allowed by external policy.
cach-mang-thang-tam-nam-1945,Cách mạng tháng Tám năm 1945,allowed_duplicate_report_only,duplicate_physical_hash,,,2,8bfdbb22ebc74e5300e7cbb925724907229bfb08a90c12fe343eeed0266418c9,Duplicate image hash appears in 3 local files; allowed by external policy.
cai-cach-tran-thu-do,Cải cách của Trần Thủ Độ,allowed_duplicate_report_only,duplicate_physical_hash,,,1,f93e7f53a23bf802d0b0f73909d40d71117ee07cd9c374561502bcbcec2981ea,Duplicate image hash appears in 2 local files; allowed by external policy.
cai-to-he-thong-quan-doi-le-thanh-tong,Cải tổ hệ thống quân đội dưới thời Lê Thánh Tông,allowed_duplicate_report_only,duplicate_physical_hash,,,1,de71178f070b067b39abcc07f257157da189856a749cc70b635d101d74a164df,Duplicate image hash appears in 3 local files; allowed by external policy.
chi-thi-thanh-lap-doi-viet-nam-tuyen-truyen-giai-phong-quan,Chỉ thị thành lập Đội Việt Nam Tuyên truyền Giải phóng quân,allowed_duplicate_report_only,duplicate_physical_hash,,,2,0efcff0a58387693839fd5f4fccea79e75518cd5b10b2fe06e945a2bdab8239a,Duplicate image hash appears in 2 local files; allowed by external policy.
chien-dich-tay-nguyen-1975,Chiến dịch Tây Nguyên,allowed_duplicate_report_only,duplicate_physical_hash,,,2,5181c4ff8eeefe7d872c741e6ff5556ef2db3b1bba633ba1815e5221343a9f45,Duplicate image hash appears in 4 local files; allowed by external policy.
chien-dich-viet-bac-thu-dong-1947,Chiến dịch Việt Bắc thu – đông năm 1947,allowed_duplicate_report_only,duplicate_physical_hash,,,1,b56750e769f7a287ea04191679b831c017832e5305c873bf6446e88257dc19be,Duplicate image hash appears in 2 local files; allowed by external policy.
chien-dich-viet-bac-thu-dong-1947,Chiến dịch Việt Bắc thu – đông năm 1947,allowed_duplicate_report_only,duplicate_physical_hash,,,2,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
chien-thang-bach-dang-938,Chiến thắng Bạch Đằng (938),allowed_duplicate_report_only,duplicate_physical_hash,,,1,45d3574d4c9c9369d38ac243b4ddb4da1f419764ecb0c81df344f3d6732d4add,Duplicate image hash appears in 2 local files; allowed by external policy.
chien-thang-duong-14-phuoc-long,Chiến thắng Đường 14 Phước Long,allowed_duplicate_report_only,duplicate_physical_hash,,,2,5181c4ff8eeefe7d872c741e6ff5556ef2db3b1bba633ba1815e5221343a9f45,Duplicate image hash appears in 4 local files; allowed by external policy.
chien-thang-van-tuong,Chiến thắng Vạn Tường,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a9b7d38d7167e3fe7a391ce938871fa72644274d24c64f5252e10763b15fe025,Duplicate image hash appears in 2 local files; allowed by external policy.
chien-tranh-bao-ve-doc-lap-dan-toc-va-chu-quyen-quoc-gia-o-dong-duong,Chiến tranh bảo vệ độc lập dân tộc và chủ quyền quốc gia ở Đông Dương,allowed_duplicate_report_only,duplicate_physical_hash,,,1,5bfb049b0cc829e8543ea5316d92a65aec3ff0e0d19ed73d8142ffeb3775d356,Duplicate image hash appears in 2 local files; allowed by external policy.
chu-nom-su-dung-rong-rai,Chữ Nôm được sử dụng rộng rãi,allowed_duplicate_report_only,duplicate_physical_hash,,,1,77ebff9493f16d64e6be030c508faa9531fb2013aa2947ad993c9df670bce628,Duplicate image hash appears in 2 local files; allowed by external policy.
chu-quyen-bien-dao-viet-nam-1858-1918,Chủ quyền biển đảo Việt Nam 1858-1918,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
chu-quyen-bien-dao-viet-nam-1858-1918,Chủ quyền biển đảo Việt Nam 1858-1918,allowed_duplicate_report_only,duplicate_physical_hash,,,1,f08e74f3321567cab211c362ce2b406bbf49a11491e0a25a0d4dd1f92d8f6b77,Duplicate image hash appears in 4 local files; allowed by external policy.
chu-quyen-bien-dao-viet-nam-1919-1945,Chủ quyền biển đảo Việt Nam 1919-1945,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
chu-quyen-bien-dao-viet-nam-1919-1945,Chủ quyền biển đảo Việt Nam 1919-1945,allowed_duplicate_report_only,duplicate_physical_hash,,,1,f08e74f3321567cab211c362ce2b406bbf49a11491e0a25a0d4dd1f92d8f6b77,Duplicate image hash appears in 4 local files; allowed by external policy.
chu-quyen-viet-nam-duoc-tuyen-bo-cong-nhan-hoi-nghi-xan-phran-xi-xo,Chủ quyền của Việt Nam đối với Hoàng Sa và Trường Sa được tuyên bố và công nhận tại Hội nghị Hoà bình Xan Phran-xi-xcô,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
cuoc-tien-cong-chien-luoc-dong-xuan-1953-1954,Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
cuoc-tien-cong-chien-luoc-dong-xuan-1953-1954,Cuộc Tiến công chiến lược Đông - Xuân 1953 - 1954,allowed_duplicate_report_only,duplicate_physical_hash,,,2,e34310f6796e92cf2a2f7df5ab269ee50810234081b3e20ed8ec445402e85795,Duplicate image hash appears in 3 local files; allowed by external policy.
cuoc-van-dong-san-xuat-va-tiet-kiem-1952,Cuộc vận động sản xuất và tiết kiệm,allowed_duplicate_report_only,duplicate_physical_hash,,,1,18d54d74940f3cbce300b550034606a931e396e20f2060fbf649181d6baf7be3,Duplicate image hash appears in 2 local files; allowed by external policy.
cuoc-van-dong-san-xuat-va-tiet-kiem-1952,Cuộc vận động sản xuất và tiết kiệm,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
dai-hoi-chien-si-thi-dua-can-bo-guong-mau-toan-quoc-lan-thu-nhat-1952,Đại hội Chiến sĩ thi đua và Cán bộ gương mẫu toàn quốc lần thứ nhất,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
dai-hoi-dai-bieu-toan-quoc-lan-thu-iii-dang-lao-dong-viet-nam,Đại hội đại biểu toàn quốc lần thứ III Đảng Lao động Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VIII của Đảng Cộng sản Việt Nam,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,1,35305cf622ec5c88d90b9a3475a964bf94dc630e69ce98a19b72228655610d00,Duplicate image hash appears in 6 local files; allowed by external policy.
dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ VIII của Đảng Cộng sản Việt Nam,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,2,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ X của Đảng Cộng sản Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,2,2b6acaeef473b4cf4b0b85551dd4957efd158062c94f43d2de92ae70451e1df8,Duplicate image hash appears in 4 local files; allowed by external policy.
dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam,Đại hội đại biểu toàn quốc lần thứ X của Đảng Cộng sản Việt Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,35305cf622ec5c88d90b9a3475a964bf94dc630e69ce98a19b72228655610d00,Duplicate image hash appears in 6 local files; allowed by external policy.
dai-loan-chiem-bai-can-ran-san-ho-ban-than,Đài Loan chiếm bãi cạn rạn san hô Bàn Than,hard_blocked_duplicate_report_only,duplicate_physical_hash,,,2,e0c08b4e62be45a1c9f9c86011136b68f16f8b06c45af880df94f20fd9b40646,Duplicate image hash appears in 3 local files; allowed by external policy.
dai-loan-chiem-dong-dao-ba-binh-truong-sa,Đài Loan chiếm đóng đảo Ba Bình thuộc quần đảo Trường Sa,allowed_duplicate_report_only,duplicate_physical_hash,,,2,ce2b47535dc49e9dddfe3cf35ab594eb23711d2e1aeda7cf5e96b039d5b8636e,Duplicate image hash appears in 10 local files; allowed by external policy.
dat-them-thua-tuyen-quang-nam,Đặt thêm thừa tuyên Quảng Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,2,63788b13ca653804e4b56b590e09aafcef71132fec7da375641c68d38706927a,Duplicate image hash appears in 3 local files; allowed by external policy.
dat-them-thua-tuyen-quang-nam,Đặt thêm thừa tuyên Quảng Nam,allowed_duplicate_report_only,duplicate_physical_hash,,,1,de71178f070b067b39abcc07f257157da189856a749cc70b635d101d74a164df,Duplicate image hash appears in 3 local files; allowed by external policy.
dau-tranh-chong-phong-kien-phuong-bac,"Đấu tranh chống sự thống trị, đồng hoá của các triều đại phong kiến phương Bắc",allowed_duplicate_report_only,duplicate_physical_hash,,,2,45d3574d4c9c9369d38ac243b4ddb4da1f419764ecb0c81df344f3d6732d4add,Duplicate image hash appears in 2 local files; allowed by external policy.
dau-tranh-chong-phong-kien-phuong-bac,"Đấu tranh chống sự thống trị, đồng hoá của các triều đại phong kiến phương Bắc",allowed_duplicate_report_only,duplicate_physical_hash,,,1,72c7d0111c80e59835bdc5a28cedb0ed3017ff98f038b8314d9d97a28afe2fa0,Duplicate image hash appears in 4 local files; allowed by external policy.
dinh-tien-le-dong-do-hoa-lu,Triều Đinh và Tiền Lê đóng đô ở Hoa Lư,allowed_duplicate_report_only,duplicate_physical_hash,,,1,0dd79b24455fc4bb6cb38a6fc210672458389d8b4a82a4c8f86ca70ba4b82def,Duplicate image hash appears in 2 local files; allowed by external policy.
do-dac-cam-moc-chu-quyen-hoang-sa-pham-huu-nhat,"Đo đạc, cắm mốc chủ quyền Hoàng Sa của Phạm Hữu Nhật",allowed_duplicate_report_only,duplicate_physical_hash,,,1,f08e74f3321567cab211c362ce2b406bbf49a11491e0a25a0d4dd1f92d8f6b77,Duplicate image hash appears in 4 local files; allowed by external policy.
giai-doan-khang-chien-chong-my-1954-1960,"Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước",allowed_duplicate_report_only,duplicate_physical_hash,,,1,55e7e5a6e2370760fc3186008044abfb529b67a9c9913b35deb92edc04b139f8,Duplicate image hash appears in 2 local files; allowed by external policy.
giai-doan-khang-chien-chong-my-1954-1960,"Giai đoạn 1954 - 1960 của cuộc kháng chiến chống Mỹ, cứu nước",allowed_duplicate_report_only,duplicate_physical_hash,,,2,baa4c4f19449fb9e9d5365ef0e9a1b0c06b790bf23daf9b54cc1b502b04dfa77,Duplicate image hash appears in 3 local files; allowed by external policy.
giai-phong-da-nang,Giải phóng Đà Nẵng,allowed_duplicate_report_only,duplicate_physical_hash,,,2,5181c4ff8eeefe7d872c741e6ff5556ef2db3b1bba633ba1815e5221343a9f45,Duplicate image hash appears in 4 local files; allowed by external policy.
giai-phong-da-nang,Giải phóng Đà Nẵng,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ad1e053a1747bce6fe72a420584b3f13f80adc67483f056b53470a3d35ba4466,Duplicate image hash appears in 2 local files; allowed by external policy.
giai-phong-hue-va-thua-thien,Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên,allowed_duplicate_report_only,duplicate_physical_hash,,,2,5181c4ff8eeefe7d872c741e6ff5556ef2db3b1bba633ba1815e5221343a9f45,Duplicate image hash appears in 4 local files; allowed by external policy.
giai-phong-hue-va-thua-thien,Giải phóng thành phố Huế và toàn tỉnh Thừa Thiên,allowed_duplicate_report_only,duplicate_physical_hash,,,1,ad1e053a1747bce6fe72a420584b3f13f80adc67483f056b53470a3d35ba4466,Duplicate image hash appears in 2 local files; allowed by external policy.
giai-phong-thi-xa-thai-nguyen,Giải phóng thị xã Thái Nguyên,allowed_duplicate_report_only,duplicate_physical_hash,,,2,0efcff0a58387693839fd5f4fccea79e75518cd5b10b2fe06e945a2bdab8239a,Duplicate image hash appears in 2 local files; allowed by external policy.
hien-phap-cong-hoa-xa-hoi-chu-nghia-viet-nam-2013,Hiến pháp nước Cộng hoà xã hội chủ nghĩa Việt Nam năm 2013,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7c370993c68c8d890a66ffdb7e861ceae5b24e50911485cfc69080c92cb1bdbf,Duplicate image hash appears in 2 local files; allowed by external policy.
hien-phap-viet-nam-dan-chu-cong-hoa-1946,Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946,allowed_duplicate_report_only,duplicate_physical_hash,,,2,063dff2750333d6f86f93b7bee62c31c183f94c9c6813ab4a1308ef192e81c16,Duplicate image hash appears in 2 local files; allowed by external policy.
hien-phap-viet-nam-dan-chu-cong-hoa-1946,Hiến pháp nước Việt Nam Dân chủ Cộng hoà năm 1946,allowed_duplicate_report_only,duplicate_physical_hash,,,1,7c370993c68c8d890a66ffdb7e861ceae5b24e50911485cfc69080c92cb1bdbf,Duplicate image hash appears in 2 local files; allowed by external policy.
hiep-uoc-hoa-phap-1946,Kí Hiệp ước Hoa - Pháp,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c61b54693d5ab1b108391c4eb588912ec0f5a954216249116b3f44407fcdd284,Duplicate image hash appears in 11 local files; allowed by external policy.
ho-chi-minh-chu-tich-tong-bi-thu-dang-lao-dong-1956,"Chủ tịch Hồ Chí Minh là Chủ tịch Đảng, kiêm Tổng Bí thư Đảng Lao động Việt Nam",allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
ho-chi-minh-duoc-bau-chu-tich-ban-chap-hanh-trung-uong-dang-1951,Hồ Chí Minh được bầu làm Chủ tịch Ban Chấp hành Trung ương Đảng,allowed_duplicate_report_only,duplicate_physical_hash,,,1,9bc5bf1604b93e0995075e09dbcad67c040115007a4cdf1ebc3b54a5cef45573,Duplicate image hash appears in 7 local files; allowed by external policy.
ho-chi-minh-duoc-bau-chu-tich-nuoc-1946,Hồ Chí Minh được Quốc hội khoá I bầu làm Chủ tịch nước Việt Nam Dân chủ Cộng hoà,allowed_duplicate_report_only,duplicate_physical_hash,,,1,c7b33acbacbab581acb1721bcf3f74f44aec1c039ad8fd090377ef8e4c7a2959,Duplicate image hash appears in 2 local files; allowed by external policy.
ho-chi-minh-gui-loi-keu-goi-quoc-dan-di-bo-phieu,Chủ tịch Hồ Chí Minh gửi Lời kêu gọi quốc dân đi bỏ phiếu,allowed_duplicate_report_only,duplicate_physical_hash,,,1,063dff2750333d6f86f93b7bee62c31c183f94c9c6813ab4a1308ef192e81c16,Duplicate image hash appears in 2 local files; allowed by external policy.
ho-chi-minh-keu-goi-nhuong-com-se-ao-tang-gia-san-xuat,Chủ tịch Hồ Chí Minh kêu gọi nhân dân cả nước “Nhường cơm sẻ áo” và “Tăng gia sản xuất”,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
ho-chi-minh-ra-loi-keu-goi-toan-quoc-khang-chien,Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến,allowed_duplicate_report_only,duplicate_physical_hash,,,2,a03a15ee2daf662c10a09a2d1fb27c9893d3b08cedb6d3b72c1c39a47c252e60,Duplicate image hash appears in 9 local files; allowed by external policy.
ho-chi-minh-ra-loi-keu-goi-toan-quoc-khang-chien,Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến,allowed_duplicate_report_only,duplicate_physical_hash,,,1,a7b6a162bb18749d09452e60b5a81c2441f896b7fd57cfdd134e0c2c2f24a58a,Duplicate image hash appears in 2 local files; allowed by external policy.
ho-chi-minh-sang-con-minh-tim-su-ung-ho-quoc-te,Hồ Chí Minh sang Côn Minh (Trung Quốc) tìm kiếm sự ủng hộ quốc tế,allowed_duplicate_report_only,duplicate_physical_hash,,,1,edd3200b9a3556517b4206de3bbd78e95a49c4a46bd6b4b6a55312cefdc352ca,Duplicate image hash appears in 3 local files; allowed by external policy.
ho-chi-minh-tro-ve-nuoc-1944,Hồ Chí Minh trở về nước tiếp tục lãnh đạo cách mạng,allowed_duplicate_report_only,duplicate_physical_hash,,,1,edd3200b9a3556517b4206de3bbd78e95a49c4a46bd6b4b6a55312cefdc352ca,Duplicate image hash appears in 3 local files; allowed by external policy.
hoat-dong-doi-ngoai-dang-cong-san-dong-duong-1930-1945,Hoạt động đối ngoại của Đảng Cộng sản Đông Dương,allowed_duplicate_report_only,duplicate_physical_hash,,,1,35305cf622ec5c88d90b9a3475a964bf94dc630e69ce98a19b72228655610d00,Duplicate image hash appears in 6 local files; allowed by external policy.
hoat-dong-doi-ngoai-phan-boi-chau,Hoạt động đối ngoại của Phan Bội Châu,allowed_duplicate_report_only,duplicate_physical_hash,,,1,286951184bc8375b16ec8a0c217369fd19c7ef16e521026e160922a916560cdf,Duplicate image hash appears in 5 local files; allowed by external policy.
hoat-dong-doi-ngoai-phan-chau-trinh,Hoạt động đối ngoại của Phan Châu Trinh,allowed_duplicate_report_only,duplicate_physical_hash,,,1,1bfba1a681aa2a412fa5dc188663e66c8f209edac8184f95eb90b556f0d39da1,Duplicate image hash appears in 2 local files; allowed by external policy.
